20180220 201300;171.84;172.08;171.84;171.98;147500
20180220 201400;171.96;171.98;171.87;171.89;76100
20180220 201500;171.9;171.99;171.67;171.77;131300
20180220 201600;171.79;171.91;171.69;171.88;99900
20180220 201700;171.89;171.95;171.72;171.75;78600
20180220 201800;171.73;171.75;171.61;171.71;101900
20180220 201900;171.7;171.87;171.63;171.66;96300
20180220 202000;171.66;171.83;171.62;171.73;74600
20180220 202100;171.73;171.78;171.53;171.56;129400
20180220 202200;171.57;171.67;171.42;171.5;185300
20180220 202300;171.5;171.74;171.42;171.66;140100
20180220 202400;171.67;171.71;171.46;171.46;143000
20180220 202500;171.47;171.88;171.46;171.85;105500
20180220 202600;171.84;171.88;171.74;171.86;73800
20180220 202700;171.86;171.87;171.71;171.71;56600
20180220 202800;171.71;171.9;171.69;171.85;69000
20180220 202900;171.84;171.99;171.79;171.87;116300
20180220 203000;171.87;171.92;171.82;171.85;74500
20180220 203100;171.85;172.06;171.82;172;80400
20180220 203200;172.01;172.05;171.89;171.93;73100
20180220 203300;171.92;171.98;171.89;171.92;63700
20180220 203400;171.92;172.04;171.9;171.96;62600
20180220 203500;171.96;172.04;171.9;172.04;55500
20180220 203600;172.03;172.08;171.87;171.89;86900
20180220 203700;171.9;172.07;171.9;172;66800
20180220 203800;172.01;172.14;171.97;172.06;82300
20180220 203900;172.07;172.29;172.06;172.22;117100
20180220 204000;172.22;172.24;172.07;172.08;97500
20180220 204100;172.08;172.08;171.95;171.99;108400
20180220 204200;171.99;172.04;171.84;171.88;85400
20180220 204300;171.9;172.09;171.88;172;92200
20180220 204400;172.01;172.05;171.88;171.91;67500
20180220 204500;171.91;171.92;171.77;171.77;82400
20180220 204600;171.77;171.93;171.68;171.9;122900
20180220 204700;171.9;172.09;171.88;172.04;67200
20180220 204800;172.03;172.15;171.99;172.12;89500
20180220 204900;172.13;172.17;171.99;172.01;105300
20180220 205000;172;172.21;171.99;172.07;122000
20180220 205100;172.07;172.19;172.05;172.1;109200
20180220 205200;172.1;172.18;172.02;172.04;112200
20180220 205300;172.04;172.04;171.93;171.95;107100
20180220 205400;171.95;171.97;171.89;171.9;101000
20180220 205500;171.89;171.95;171.88;171.92;137400
20180220 205600;171.92;172;171.89;171.9;145300
20180220 205700;171.91;171.91;171.75;171.76;155800
20180220 205800;171.75;171.89;171.73;171.87;158000
20180220 205900;171.85;171.88;171.72;171.85;219800
20180220 210000;171.84;171.93;171.72;171.85;448500
20180220 210100;171.89;173.39;171.74;173.39;2899100
20180220 210200;171.85;171.99;171.73;171.99;1100
20180220 210300;171.75;171.92;171.72;171.83;800
20180220 210400;171.83;171.86;171.76;171.76;2400
20180220 210500;171.76;172.98;171.72;171.76;2600
20180220 210600;171.75;173.95;171.73;171.73;2200
20180220 210700;171.76;171.77;171.7;171.77;3800
20180220 210800;171.76;171.76;171.7;171.7;300
